,order_book_id,underlying_symbol,market_tplus,symbol,margin_rate,maturity_date,type,trading_code,exchange,product,contract_multiplier,round_lot,trading_hours,listed_date,industry_name,de_listed_date,underlying_order_book_id,start_delivery_date,end_delivery_date
1172,BC2312,BC,0.0,bc2312,0.08,2023-12-15,Future,bc2312,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2022-12-16,有色,2023-12-15,,2023-12-18,2023-12-22
1173,BC2401,BC,0.0,bc2401,0.08,2024-01-15,Future,bc2401,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-01-17,有色,2024-01-15,,2024-01-16,2024-01-22
1174,BC2402,BC,0.0,bc2402,0.08,2024-02-15,Future,bc2402,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-02-16,有色,2024-02-15,,2024-02-16,2024-02-22
1175,BC2403,BC,0.0,bc2403,0.08,2024-03-15,Future,bc2403,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-03-16,有色,2024-03-15,,2024-03-18,2024-03-22
1176,BC2404,BC,0.0,bc2404,0.08,2024-04-15,Future,bc2404,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-04-18,有色,2024-04-15,,2024-04-16,2024-04-22
1177,BC2405,BC,0.0,bc2405,0.08,2024-05-15,Future,bc2405,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-05-16,有色,2024-05-15,,2024-05-16,2024-05-22
1178,BC2406,BC,0.0,bc2406,0.08,2024-06-17,Future,bc2406,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-06-16,有色,2024-06-17,,2024-06-18,2024-06-24
1179,BC2407,BC,0.0,bc2407,0.08,2024-07-15,Future,bc2407,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",2023-07-18,有色,2024-07-15,,2024-07-16,2024-07-22
1180,BC88,BC,0.0,bc主力连续,0.08,0000-00-00,Future,BC2310,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
1181,BC888,BC,0.0,bc主力连续价差平滑,0.08,0000-00-00,Future,BC2310,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
1182,BC889,BC,0.0,bc主力连续价差平滑（后复权）,0.08,0000-00-00,Future,BC2310,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
1183,BC88A2,BC,0.0,bc次主力连续,0.08,0000-00-00,Future,BC2311,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
1184,BC99,BC,0.0,bc指数连续,0.08,0000-00-00,Future,bc2205,INE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,有色,0000-00-00,,0000-00-00,0000-00-00
1185,BU1402,BU,0.0,石油沥青1402,0.04,2014-02-17,Future,bu1402,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2014-02-17,null,2014-02-18,2014-02-24
1186,BU1403,BU,0.0,石油沥青1403,0.04,2014-03-17,Future,bu1403,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2014-03-17,null,2014-03-18,2014-03-24
1187,BU1404,BU,0.0,石油沥青1404,0.04,2014-04-15,Future,bu1404,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-16,化工,2014-04-15,null,2014-04-16,2014-04-22
1188,BU1405,BU,0.0,石油沥青1405,0.04,2014-05-15,Future,bu1405,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-11-18,化工,2014-05-15,null,2014-05-16,2014-05-22
1189,BU1406,BU,0.0,石油沥青1406,0.04,2014-06-16,Future,bu1406,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2014-06-16,null,2014-06-17,2014-06-23
1190,BU1407,BU,0.0,石油沥青1407,0.04,2014-07-15,Future,bu1407,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-01-16,化工,2014-07-15,null,2014-07-16,2014-07-22
1191,BU1408,BU,0.0,石油沥青1408,0.04,2014-08-15,Future,bu1408,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-02-18,化工,2014-08-15,null,2014-08-18,2014-08-22
1192,BU1409,BU,0.0,石油沥青1409,0.04,2014-09-15,Future,bu1409,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2014-09-15,null,2014-09-16,2014-09-22
1193,BU1410,BU,0.0,石油沥青1410,0.04,2014-10-15,Future,bu1410,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-04-16,化工,2014-10-15,null,2014-10-16,2014-10-22
1194,BU1411,BU,0.0,石油沥青1411,0.04,2014-11-17,Future,bu1411,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-05-16,化工,2014-11-17,null,2014-11-18,2014-11-24
1195,BU1412,BU,0.0,石油沥青1412,0.04,2014-12-15,Future,bu1412,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2014-12-15,null,2014-12-16,2014-12-22
1196,BU1501,BU,0.0,石油沥青1501,0.04,2015-01-15,Future,bu1501,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-07-16,化工,2015-01-15,null,2015-01-16,2015-01-22
1197,BU1502,BU,0.0,石油沥青1502,0.04,2015-02-10,Future,bu1502,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-08-18,化工,2015-02-10,null,2015-02-11,2015-02-17
1198,BU1503,BU,0.0,石油沥青1503,0.04,2015-03-16,Future,bu1503,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-03-16,null,2015-03-17,2015-03-23
1199,BU1504,BU,0.0,石油沥青1504,0.04,2015-04-15,Future,bu1504,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-10-16,化工,2015-04-15,null,2015-04-16,2015-04-22
1200,BU1505,BU,0.0,石油沥青1505,0.04,2015-05-15,Future,bu1505,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-11-18,化工,2015-05-15,null,2015-05-18,2015-05-22
1201,BU1506,BU,0.0,石油沥青1506,0.04,2015-06-15,Future,bu1506,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-06-15,null,2015-06-16,2015-06-23
1202,BU1507,BU,0.0,石油沥青1507,0.04,2015-07-15,Future,bu1507,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-01-16,化工,2015-07-15,null,2015-07-16,2015-07-22
1203,BU1508,BU,0.0,石油沥青1508,0.04,2015-08-17,Future,bu1508,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-02-16,化工,2015-08-17,null,2015-08-18,2015-08-24
1204,BU1509,BU,0.0,石油沥青1509,0.04,2015-09-15,Future,bu1509,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-10-09,化工,2015-09-15,null,2015-09-16,2015-09-22
1205,BU1510,BU,0.0,石油沥青1510,0.04,2015-10-15,Future,bu1510,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-04-16,化工,2015-10-15,null,2015-10-16,2015-10-22
1206,BU1511,BU,0.0,石油沥青1511,0.04,2015-11-16,Future,bu1511,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-05-18,化工,2015-11-16,null,2015-11-17,2015-11-23
1207,BU1512,BU,0.0,石油沥青1512,0.15,2015-12-15,Future,bu1512,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2013-12-17,化工,2015-12-15,null,2015-12-16,2015-12-22
1208,BU1601,BU,0.0,石油沥青1601,0.04,2016-01-15,Future,bu1601,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-07-16,化工,2016-01-15,null,2016-01-18,2016-01-22
1209,BU1602,BU,0.0,石油沥青1602,0.04,2016-02-15,Future,bu1602,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-08-18,化工,2016-02-15,null,2016-02-16,2016-02-22
1210,BU1603,BU,0.0,石油沥青1603,0.04,2016-03-15,Future,bu1603,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-03-18,化工,2016-03-15,null,2016-03-16,2016-03-22
1211,BU1604,BU,0.0,石油沥青1604,0.04,2016-04-15,Future,bu1604,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-10-16,化工,2016-04-15,null,2016-04-18,2016-04-22
1212,BU1605,BU,0.0,石油沥青1605,0.04,2016-05-16,Future,bu1605,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-11-17,化工,2016-05-16,null,2016-05-17,2016-05-23
1213,BU1606,BU,0.0,石油沥青1606,0.1,2016-06-15,Future,bu1606,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-06-17,化工,2016-06-15,null,2016-06-16,2016-06-22
1214,BU1607,BU,0.0,石油沥青1607,0.04,2016-07-15,Future,bu1607,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-01-18,化工,2016-07-15,null,2016-07-18,2016-07-22
1215,BU1608,BU,0.0,石油沥青1608,0.04,2016-08-15,Future,bu1608,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-02-16,化工,2016-08-15,null,2016-08-16,2016-08-22
1216,BU1609,BU,0.0,石油沥青1609,0.04,2016-09-19,Future,bu1609,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-09-16,化工,2016-09-19,null,2016-09-20,2016-09-26
1217,BU1610,BU,0.0,石油沥青1610,0.04,2016-10-17,Future,bu1610,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-04-18,化工,2016-10-17,null,2016-10-18,2016-10-24
1218,BU1611,BU,0.0,石油沥青1611,0.04,2016-11-15,Future,bu1611,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-05-17,化工,2016-11-15,null,2016-11-16,2016-11-22
1219,BU1612,BU,0.0,石油沥青1612,0.04,2016-12-15,Future,bu1612,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2014-12-16,化工,2016-12-15,null,2016-12-16,2016-12-22
1220,BU1701,BU,0.0,石油沥青1701,0.04,2017-01-16,Future,bu1701,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-07-18,化工,2017-01-16,null,2017-01-17,2017-01-23
1221,BU1702,BU,0.0,石油沥青1702,0.04,2017-02-15,Future,bu1702,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-08-16,化工,2017-02-15,null,2017-02-16,2017-02-22
1222,BU1703,BU,0.0,石油沥青1703,0.04,2017-03-15,Future,bu1703,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-03-17,化工,2017-03-15,null,2017-03-16,2017-03-22
1223,BU1704,BU,0.0,沥青1704,0.2,2017-04-17,Future,bu1704,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-10-18,化工,2017-04-17,null,2017-04-18,2017-04-24
1224,BU1705,BU,0.0,沥青1705,0.2,2017-05-15,Future,bu1705,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-11-16,化工,2017-05-15,null,2017-05-16,2017-05-22
1225,BU1706,BU,0.0,沥青1706,0.2,2017-06-15,Future,bu1706,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-06-16,化工,2017-06-15,null,2017-06-16,2017-06-22
1226,BU1707,BU,0.0,沥青1707,0.2,2017-07-17,Future,bu1707,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-01-17,化工,2017-07-17,null,2017-07-18,2017-07-24
1227,BU1708,BU,0.0,沥青1708,0.2,2017-08-15,Future,bu1708,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-02-16,化工,2017-08-15,null,2017-08-16,2017-08-22
1228,BU1709,BU,0.0,沥青1709,0.2,2017-09-15,Future,bu1709,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-09-16,化工,2017-09-15,null,2017-09-18,2017-09-22
1229,BU1710,BU,0.0,沥青1710,0.2,2017-10-16,Future,bu1710,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-04-18,化工,2017-10-16,null,2017-10-17,2017-10-23
1230,BU1711,BU,0.0,沥青1711,0.2,2017-11-15,Future,bu1711,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-05-16,化工,2017-11-15,,2017-11-16,2017-11-22
1231,BU1712,BU,0.0,沥青1712,0.2,2017-12-15,Future,bu1712,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2015-12-16,化工,2017-12-15,null,2017-12-18,2017-12-22
1232,BU1801,BU,0.0,沥青1801,0.2,2018-01-15,Future,bu1801,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-07-18,化工,2018-01-15,,2018-01-16,2018-01-22
1233,BU1802,BU,0.0,沥青1802,0.2,2018-02-09,Future,bu1802,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-08-16,化工,2018-02-09,,2018-02-12,2018-02-23
1234,BU1803,BU,0.0,沥青1803,0.2,2018-03-15,Future,bu1803,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-03-16,化工,2018-03-15,null,2018-03-16,2018-03-22
1235,BU1804,BU,0.0,沥青1804,0.2,2018-04-16,Future,bu1804,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-10-17,化工,2018-04-16,,2018-04-17,2018-04-23
1236,BU1805,BU,0.0,沥青1805,0.2,2018-05-15,Future,bu1805,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-11-16,化工,2018-05-15,,2018-05-16,2018-05-22
1237,BU1806,BU,0.0,沥青1806,0.2,2018-06-15,Future,bu1806,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-06-16,化工,2018-06-15,null,2018-06-19,2018-06-25
1238,BU1807,BU,0.0,沥青1807,0.2,2018-07-16,Future,bu1807,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-01-16,化工,2018-07-16,,2018-07-17,2018-07-23
1239,BU1808,BU,0.0,沥青1808,0.2,2018-08-15,Future,bu1808,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-02-12,化工,2018-08-15,,2018-08-16,2018-08-22
1240,BU1809,BU,0.0,沥青1809,0.2,2018-09-17,Future,bu1809,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-09-20,化工,2018-09-17,null,2018-09-18,2018-09-25
1241,BU1810,BU,0.0,沥青1810,0.2,2018-10-15,Future,bu1810,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-04-17,化工,2018-10-15,,2018-10-16,2018-10-22
1242,BU1811,BU,0.0,沥青1811,0.2,2018-11-15,Future,bu1811,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-05-16,化工,2018-11-15,,2018-11-16,2018-11-22
1243,BU1812,BU,0.0,沥青1812,0.2,2018-12-17,Future,bu1812,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2016-12-16,化工,2018-12-17,null,2018-12-18,2018-12-24
1244,BU1901,BU,0.0,沥青1901,0.2,2019-01-15,Future,bu1901,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-07-17,化工,2019-01-15,,2019-01-16,2019-01-22
1245,BU1902,BU,0.0,沥青1902,0.2,2019-02-15,Future,bu1902,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-08-16,化工,2019-02-15,,2019-02-18,2019-02-22
1246,BU1903,BU,0.0,沥青1903,0.2,2019-03-15,Future,bu1903,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-03-16,化工,2019-03-15,null,2019-03-18,2019-03-22
1247,BU1904,BU,0.0,沥青1904,0.2,2019-04-15,Future,bu1904,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-10-16,化工,2019-04-15,,2019-04-16,2019-04-22
1248,BU1905,BU,0.0,沥青1905,0.2,2019-05-15,Future,bu1905,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-11-16,化工,2019-05-15,,2019-05-16,2019-05-22
1249,BU1906,BU,0.0,沥青1906,0.2,2019-06-17,Future,bu1906,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-06-16,化工,2019-06-17,,2019-06-18,2019-06-24
1250,BU1907,BU,0.0,沥青1907,0.2,2019-07-15,Future,bu1907,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-01-16,化工,2019-07-15,,2019-07-16,2019-07-22
1251,BU1908,BU,0.0,沥青1908,0.2,2019-08-15,Future,bu1908,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-02-18,化工,2019-08-15,,2019-08-16,2019-08-22
1252,BU1909,BU,0.0,沥青1909,0.2,2019-09-16,Future,bu1909,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-09-18,化工,2019-09-16,,2019-09-17,2019-09-23
1253,BU1910,BU,0.0,沥青1910,0.2,2019-10-15,Future,bu1910,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-04-16,化工,2019-10-15,,2019-10-16,2019-10-22
1254,BU1911,BU,0.0,沥青1911,0.2,2019-11-15,Future,bu1911,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-05-16,化工,2019-11-15,,2019-11-18,2019-11-22
1255,BU1912,BU,0.0,沥青1912,0.2,2019-12-16,Future,bu1912,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2017-12-18,化工,2019-12-16,,2019-12-17,2019-12-23
1256,BU2001,BU,0.0,沥青2001,0.2,2020-01-15,Future,bu2001,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-07-16,化工,2020-01-15,,2020-01-16,2020-01-22
1257,BU2002,BU,0.0,沥青2002,0.2,2020-02-17,Future,bu2002,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-08-16,化工,2020-02-17,null,2020-02-18,2020-02-24
1258,BU2003,BU,0.0,沥青2003,0.2,2020-03-16,Future,bu2003,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-03-16,化工,2020-03-16,null,2020-03-17,2020-03-23
1259,BU2004,BU,0.0,沥青2004,0.2,2020-04-15,Future,bu2004,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-10-16,化工,2020-04-15,null,2020-04-16,2020-04-22
1260,BU2005,BU,0.0,沥青2005,0.2,2020-05-15,Future,bu2005,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-11-18,化工,2020-05-15,null,2020-05-18,2020-05-22
1261,BU2006,BU,0.0,沥青2006,0.2,2020-06-15,Future,bu2006,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-06-19,化工,2020-06-15,null,2020-06-16,2020-06-22
1262,BU2007,BU,0.0,沥青2007,0.2,2020-07-15,Future,bu2007,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-01-16,化工,2020-07-15,null,2020-07-16,2020-07-22
1263,BU2008,BU,0.0,沥青2008,0.2,2020-08-17,Future,bu2008,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-02-18,化工,2020-08-17,null,2020-08-18,2020-08-24
1264,BU2009,BU,0.0,沥青2009,0.2,2020-09-15,Future,bu2009,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-09-18,化工,2020-09-15,null,2020-09-16,2020-09-18
1265,BU2010,BU,0.0,沥青2010,0.2,2020-10-15,Future,bu2010,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-04-16,化工,2020-10-15,null,2020-10-16,2020-10-20
1266,BU2011,BU,0.0,沥青2011,0.2,2020-11-16,Future,bu2011,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-05-18,化工,2020-11-16,null,2020-11-17,2020-11-19
1267,BU2012,BU,0.0,沥青2012,0.2,2020-12-15,Future,bu2012,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2018-12-18,化工,2020-12-15,null,2020-12-16,2020-12-18
1268,BU2101,BU,0.0,沥青2101,0.2,2021-01-15,Future,bu2101,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-07-16,化工,2021-01-15,null,2021-01-18,2021-01-20
1269,BU2102,BU,0.0,沥青2102,0.2,2021-02-05,Future,bu2102,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-08-18,化工,2021-02-05,null,2021-02-08,2021-02-10
1270,BU2103,BU,0.0,沥青2103,0.2,2021-03-15,Future,bu2103,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-03-18,化工,2021-03-15,null,2021-03-16,2021-03-18
1271,BU2104,BU,0.0,沥青2104,0.2,2021-04-15,Future,bu2104,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-10-16,化工,2021-04-15,null,2021-04-16,2021-04-20
1272,BU2105,BU,0.0,沥青2105,0.2,2021-05-17,Future,bu2105,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-11-17,化工,2021-05-17,null,2021-05-18,2021-05-20
1273,BU2106,BU,0.0,沥青2106,0.2,2021-06-15,Future,bu2106,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-06-18,化工,2021-06-15,,2021-06-16,2021-06-18
1274,BU2107,BU,0.0,沥青2107,0.2,2021-07-15,Future,bu2107,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-01-18,化工,2021-07-15,,2021-07-16,2021-07-20
1275,BU2108,BU,0.0,沥青2108,0.2,2021-08-16,Future,bu2108,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-02-08,化工,2021-08-16,,2021-08-17,2021-08-19
1276,BU2109,BU,0.0,沥青2109,0.2,2021-09-15,Future,bu2109,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-09-17,化工,2021-09-15,,2021-09-16,2021-09-22
1277,BU2110,BU,0.0,沥青2110,0.2,2021-10-15,Future,bu2110,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-04-16,化工,2021-10-15,,2021-10-18,2021-10-20
1278,BU2111,BU,0.0,沥青2111,0.2,2021-11-15,Future,bu2111,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-05-18,化工,2021-11-15,,2021-11-16,2021-11-18
1279,BU2112,BU,0.0,沥青2112,0.2,2021-12-15,Future,bu2112,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2019-12-17,化工,2021-12-15,,2021-12-16,2021-12-20
1280,BU2201,BU,0.0,沥青2201,0.2,2022-01-17,Future,bu2201,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-07-16,化工,2022-01-17,,2022-01-18,2022-01-20
1281,BU2202,BU,0.0,沥青2202,0.2,2022-02-15,Future,bu2202,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2021-08-17,化工,2022-02-15,,2022-02-16,2022-02-18
1282,BU2203,BU,0.0,沥青2203,0.2,2022-03-15,Future,bu2203,SHFE,Commodity,10.0,1.0,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",2020-03-17,化工,2022-03-15,,2022-03-16,2022-03-18
